territory,habitat,mid,lowerCI,upperCI,mid_point,variable
Japan,mangrove,0,0,0,NA,Area (hectare)
Japan,marsh,27955.227463023093,16932.790008332635,31602.940577524972,NA,Area (hectare)
Japan,seagrass,NA,NA,NA,47457,Area (hectare)
Suriname,mangrove,74555.97970688016,65464.883337285486,86430.88234872067,NA,Area (hectare)
Suriname,marsh,4369.264649773931,2646.511851971615,4939.384280701316,NA,Area (hectare)
Suriname,seagrass,NA,NA,NA,NA,Area (hectare)
Haiti,mangrove,14572.119061233843,12795.245640540812,16893.09312418337,NA,Area (hectare)
Haiti,marsh,4022.042010170588,2436.1952644811636,4546.854602269247,NA,Area (hectare)
Haiti,seagrass,NA,NA,NA,61227,Area (hectare)
Cambodia,mangrove,47387.13476722262,41608.91267770676,54934.72000517256,NA,Area (hectare)
Cambodia,marsh,1722.5838751591225,1043.3880771812915,1947.3537075834408,NA,Area (hectare)
Cambodia,seagrass,NA,NA,NA,33814,Area (hectare)
New Zealand,mangrove,31299.306919661285,27482.778498643114,36284.50359857722,NA,Area (hectare)
New Zealand,marsh,26903.58334816478,16295.797553738992,30414.073611068274,NA,Area (hectare)
New Zealand,seagrass,NA,NA,NA,29400,Area (hectare)
French Guiana,mangrove,87669.33782501635,76979.24426096886,101632.87040066867,NA,Area (hectare)
French Guiana,marsh,537.348028040987,325.4776349877612,607.4634099147163,NA,Area (hectare)
French Guiana,seagrass,NA,NA,NA,NA,Area (hectare)
Angola,mangrove,26861.62135263579,23586.208846214944,31140.005723931205,NA,Area (hectare)
Angola,marsh,1828.869711518363,1107.7665820713535,2067.5081572346394,NA,Area (hectare)
Angola,seagrass,NA,NA,NA,59667,Area (hectare)
Jamaica,mangrove,9564.08096073288,8397.870255133304,11087.399824141266,NA,Area (hectare)
Jamaica,marsh,2195.0425017944335,1329.561485107332,2481.4606799786543,NA,Area (hectare)
Jamaica,seagrass,NA,NA,NA,78116,Area (hectare)
Fiji,mangrove,88529.74967463649,77734.74048781546,102630.32433579685,NA,Area (hectare)
Fiji,marsh,0,0,0,NA,Area (hectare)
Fiji,seagrass,NA,NA,NA,3836,Area (hectare)
Tanzania,mangrove,93124.27060454409,81769.02154548038,107956.63752358979,NA,Area (hectare)
Tanzania,marsh,531.6856545706477,322.04787284224363,601.0621866534289,NA,Area (hectare)
Tanzania,seagrass,NA,NA,NA,4607,Area (hectare)
Vanuatu,mangrove,1353.5042232777316,1188.462634677485,1569.0835898145756,NA,Area (hectare)
Vanuatu,marsh,14.924750793457031,9.040086382648047,16.872193691998135,NA,Area (hectare)
Vanuatu,seagrass,NA,NA,NA,110044,Area (hectare)
United Arab Emirates,mangrove,11903.937565825048,10452.412899205088,13799.937057810472,NA,Area (hectare)
United Arab Emirates,marsh,695.7945543406048,421.45044583074076,786.5846909697684,NA,Area (hectare)
United Arab Emirates,seagrass,NA,NA,NA,102637,Area (hectare)
New Caledonia,mangrove,24289.99372135811,21328.156527267314,28158.78213707022,NA,Area (hectare)
New Caledonia,marsh,158.34757798461914,95.91287675581223,179.00942155674227,NA,Area (hectare)
New Caledonia,seagrass,NA,NA,NA,93600,Area (hectare)
Mayotte,mangrove,499.0025809364469,438.15594502870266,578.4812101482714,NA,Area (hectare)
Mayotte,marsh,0,0,0,NA,Area (hectare)
Mayotte,seagrass,NA,NA,NA,127526,Area (hectare)
Ecuador,mangrove,128751.24988177585,113051.77111450837,149258.10343493594,NA,Area (hectare)
Ecuador,marsh,106.832059069537,64.70935801810268,120.77194574842893,NA,Area (hectare)
Ecuador,seagrass,NA,NA,NA,NA,Area (hectare)
Qatar,mangrove,384.1240322630161,337.28528627765394,445.30538221573596,NA,Area (hectare)
Qatar,marsh,72.02228556774664,43.62469377335334,81.42004975869693,NA,Area (hectare)
Qatar,seagrass,NA,NA,NA,132375,Area (hectare)
China,mangrove,0,0,0,NA,Area (hectare)
China,marsh,125543.24628738986,76042.93075992998,141924.64567057803,NA,Area (hectare)
China,seagrass,NA,NA,NA,9145.4,Area (hectare)
Gabon,mangrove,137684.86611984036,120896.05331835423,159614.62127638172,NA,Area (hectare)
Gabon,marsh,3893.500077814223,2358.3359964521474,4401.539989631889,NA,Area (hectare)
Gabon,seagrass,NA,NA,NA,NA,Area (hectare)
Benin,mangrove,5161.948049715123,4532.518091725168,5984.117254299378,NA,Area (hectare)
Benin,marsh,5333.526096280374,3230.5756593014444,6029.466528661891,NA,Area (hectare)
Benin,seagrass,NA,NA,NA,136397,Area (hectare)
Sri Lanka,mangrove,21707.883896971412,19060.9001773124,25165.40680593702,NA,Area (hectare)
Sri Lanka,marsh,657.7009404641306,398.3767232047296,743.5204656003351,NA,Area (hectare)
Sri Lanka,seagrass,NA,NA,NA,140406,Area (hectare)
Denmark,mangrove,0,0,0,NA,Area (hectare)
Denmark,marsh,29352.264302393636,17778.99065063669,33182.26853247148,NA,Area (hectare)
Denmark,seagrass,NA,NA,NA,134500,Area (hectare)
France,mangrove,0,0,0,NA,Area (hectare)
France,marsh,73263.3594274067,44376.425916411434,82823.06404255622,NA,Area (hectare)
France,seagrass,NA,NA,NA,103897,Area (hectare)
Cameroon,mangrove,201379.62156762744,176824.09223595585,233454.35802160474,NA,Area (hectare)
Cameroon,marsh,0,0,0,NA,Area (hectare)
Cameroon,seagrass,NA,NA,NA,NA,Area (hectare)
Vietnam,mangrove,211776.52720864193,185953.2354318968,245507.23066551887,NA,Area (hectare)
Vietnam,marsh,1353.522832490378,819.843727773578,1530.136061389463,NA,Area (hectare)
Vietnam,seagrass,NA,NA,NA,15745,Area (hectare)
Maldives,mangrove,85.8724580721268,75.40146976378537,99.5497926498647,NA,Area (hectare)
Maldives,marsh,0,0,0,NA,Area (hectare)
Maldives,seagrass,NA,NA,NA,237899,Area (hectare)
Egypt,mangrove,174.12702992185106,152.89458665178077,201.86111021647315,NA,Area (hectare)
Egypt,marsh,18972.352611913466,11491.763505287223,21447.943251516397,NA,Area (hectare)
Egypt,seagrass,NA,NA,NA,220262,Area (hectare)
Argentina,mangrove,0,0,0,NA,Area (hectare)
Argentina,marsh,257832.1464354581,156171.77856141684,291475.1458757883,NA,Area (hectare)
Argentina,seagrass,NA,NA,NA,100,Area (hectare)
Colombia,mangrove,212734.62508383405,186794.50619075142,246617.92956659777,NA,Area (hectare)
Colombia,marsh,4873.980524262721,2952.2238311674537,5509.9575593877735,NA,Area (hectare)
Colombia,seagrass,NA,NA,NA,43352,Area (hectare)
Thailand,mangrove,247699.15720023745,217495.585097396,287151.4370546906,NA,Area (hectare)
Thailand,marsh,1924.6419963515343,1165.7769126917483,2175.777203893622,NA,Area (hectare)
Thailand,seagrass,NA,NA,NA,25573,Area (hectare)
Iran,mangrove,12068.394816352353,10596.816805666627,13990.5882346524,NA,Area (hectare)
Iran,marsh,1301.0902432963771,788.0847294399198,1470.861852198514,NA,Area (hectare)
Iran,seagrass,NA,NA,NA,271434,Area (hectare)
Ghana,mangrove,13310.531028390293,11687.491256324773,15430.565674769514,NA,Area (hectare)
Ghana,marsh,1848.565418686284,1119.6964894198502,2089.773841321219,NA,Area (hectare)
Ghana,seagrass,NA,NA,NA,273259,Area (hectare)
Senegal,mangrove,140924.16259040238,123740.36126486566,163369.8566477162,NA,Area (hectare)
Senegal,marsh,5541.0790861461455,3356.2927974519866,6264.101886721191,NA,Area (hectare)
Senegal,seagrass,NA,NA,NA,149078,Area (hectare)
Tonga,mangrove,792.229366120654,695.6276777981125,918.4116875075681,NA,Area (hectare)
Tonga,marsh,10.770621923828124,6.523884648642489,12.176016993314017,NA,Area (hectare)
Tonga,seagrass,NA,NA,NA,299152,Area (hectare)
Spain,mangrove,0,0,0,NA,Area (hectare)
Spain,marsh,36739.036149661355,22253.239937096314,41532.89676676921,NA,Area (hectare)
Spain,seagrass,NA,NA,NA,275931,Area (hectare)
Bahamas,mangrove,80780.95939138958,70930.81069047101,93647.34558681771,NA,Area (hectare)
Bahamas,marsh,13060.694934677733,7911.007162589406,14764.908154217754,NA,Area (hectare)
Bahamas,seagrass,NA,NA,NA,225051,Area (hectare)
Panama,mangrove,152769.17752702066,134141.03635494914,177101.48617536385,NA,Area (hectare)
Panama,marsh,269.1497154672899,163.02695511379153,304.26947788643326,NA,Area (hectare)
Panama,seagrass,NA,NA,NA,180212,Area (hectare)
Philippines,mangrove,257965.7683491977,226510.32145762295,299053.26255312155,NA,Area (hectare)
Philippines,marsh,760.6359904218608,460.7256197657376,859.8869044519448,NA,Area (hectare)
Philippines,seagrass,NA,NA,NA,97800,Area (hectare)
Honduras,mangrove,66648.23113532591,58521.378071407904,77263.6272322515,NA,Area (hectare)
Honduras,marsh,42486.58933654929,25734.596377641334,48030.414344533216,NA,Area (hectare)
Honduras,seagrass,NA,NA,NA,273912,Area (hectare)
India,mangrove,382823.1467152802,336143.0261805764,443797.29814028606,NA,Area (hectare)
India,marsh,5608.57411902339,3397.1752842722995,6340.403949228787,NA,Area (hectare)
India,seagrass,NA,NA,NA,51659.00000000001,Area (hectare)
Sudan,mangrove,352.14652183612895,309.2070020442055,408.23465425565234,NA,Area (hectare)
Sudan,marsh,0,0,0,NA,Area (hectare)
Sudan,seagrass,NA,NA,NA,442463,Area (hectare)
Bangladesh,mangrove,443779.4144964575,389666.4990751705,514462.3746334847,NA,Area (hectare)
Bangladesh,marsh,22192.57534635168,13442.287979267103,25088.353899487585,NA,Area (hectare)
Bangladesh,seagrass,NA,NA,NA,NA,Area (hectare)
Venezuela,mangrove,335619.16740120086,294694.9356182755,389074.90567053575,NA,Area (hectare)
Venezuela,marsh,13989.797933806129,8473.775110056926,15815.244335910182,NA,Area (hectare)
Venezuela,seagrass,NA,NA,NA,127242,Area (hectare)
Papua New Guinea,mangrove,471331.3072834025,413858.81006229715,546402.5947649258,NA,Area (hectare)
Papua New Guinea,marsh,5921.288025763418,3586.5895511573804,6693.9220533308835,NA,Area (hectare)
Papua New Guinea,seagrass,NA,NA,NA,11720,Area (hectare)
Tunisia,mangrove,0,0,0,NA,Area (hectare)
Tunisia,marsh,5845.3756279153995,3540.608573413961,6608.104293433861,NA,Area (hectare)
Tunisia,seagrass,NA,NA,NA,500062,Area (hectare)
Myanmar,mangrove,505637.9077341638,443982.1831979962,586173.3785303853,NA,Area (hectare)
Myanmar,marsh,13255.963348038256,8029.283397081418,14985.655993678649,NA,Area (hectare)
Myanmar,seagrass,NA,NA,NA,426,Area (hectare)
Mozambique,mangrove,318485.4459116783,279650.4404234571,369212.2109265485,NA,Area (hectare)
Mozambique,marsh,137405.11774871315,83227.79730505451,155334.30293150665,NA,Area (hectare)
Mozambique,seagrass,NA,NA,NA,72794.99999999999,Area (hectare)
Yemen,mangrove,1072.845538468233,942.0264919175731,1243.7229968442184,NA,Area (hectare)
Yemen,marsh,0,0,0,NA,Area (hectare)
Yemen,seagrass,NA,NA,NA,535426,Area (hectare)
Belize,mangrove,56776.69841533214,49853.54565319943,65819.80627412393,NA,Area (hectare)
Belize,marsh,6846.635964541828,4147.083017100506,7740.013198946869,NA,Area (hectare)
Belize,seagrass,NA,NA,NA,484784,Area (hectare)
Malaysia,mangrove,557490.2433511058,489511.8256931324,646284.4941891702,NA,Area (hectare)
Malaysia,marsh,412.9726082765586,250.14206965011672,466.8589735773955,NA,Area (hectare)
Malaysia,seagrass,NA,NA,NA,892,Area (hectare)
Russian Federation,mangrove,0,0,0,NA,Area (hectare)
Russian Federation,marsh,551566.5872021696,334089.97329965,623537.2651842984,NA,Area (hectare)
Russian Federation,seagrass,NA,NA,NA,49220.00000000001,Area (hectare)
Sierra Leone,mangrove,158318.93436074056,139014.07517890612,183535.1804524037,NA,Area (hectare)
Sierra Leone,marsh,1964.60381877463,1189.982229866706,2220.953409348476,NA,Area (hectare)
Sierra Leone,seagrass,NA,NA,NA,444562,Area (hectare)
Ukraine,mangrove,0,0,0,NA,Area (hectare)
Ukraine,marsh,95260.996449714,57700.63759993078,107691.04326331132,NA,Area (hectare)
Ukraine,seagrass,NA,NA,NA,586158,Area (hectare)
Nicaragua,mangrove,73341.91450607294,64398.8570165641,85023.44692976176,NA,Area (hectare)
Nicaragua,marsh,59987.10395687818,36334.85135663404,67814.46812674314,NA,Area (hectare)
Nicaragua,seagrass,NA,NA,NA,556556,Area (hectare)
Madagascar,mangrove,271503.03034042264,238396.89689323524,314746.6717617112,NA,Area (hectare)
Madagascar,marsh,16285.441838321029,9864.271975821153,18410.43330360876,NA,Area (hectare)
Madagascar,seagrass,NA,NA,NA,579346,Area (hectare)
Italy,mangrove,0,0,0,NA,Area (hectare)
Italy,marsh,25413.240112250165,15393.080196584207,28729.264257002927,NA,Area (hectare)
Italy,seagrass,NA,NA,NA,903058,Area (hectare)
Canada,mangrove,0,0,0,NA,Area (hectare)
Canada,marsh,908925.6603220976,550546.3105165807,1027526.020689391,NA,Area (hectare)
Canada,seagrass,NA,NA,NA,64500,Area (hectare)
Brazil,mangrove,1052648.9297948407,924292.5873292278,1220309.5736022992,NA,Area (hectare)
Brazil,marsh,116635.9934145346,70647.70932427276,131855.13778972917,NA,Area (hectare)
Brazil,seagrass,NA,NA,NA,42934,Area (hectare)
Guinea,mangrove,244709.6867624126,214870.6402677272,283685.8187540196,NA,Area (hectare)
Guinea,marsh,309.00778122699813,187.1694257318599,349.32838808150433,NA,Area (hectare)
Guinea,seagrass,NA,NA,NA,1290066,Area (hectare)
Nigeria,mangrove,695995.3890766172,611128.1365803675,806850.0450941282,NA,Area (hectare)
Nigeria,marsh,2044.5350053831328,1238.397432345343,2311.3143461006744,NA,Area (hectare)
Nigeria,seagrass,NA,NA,NA,887687,Area (hectare)
Mexico,mangrove,726770.838718409,638150.9351321848,842527.2540541121,NA,Area (hectare)
Mexico,marsh,118500.1385609934,71776.84262686495,133962.52426581288,NA,Area (hectare)
Mexico,seagrass,NA,NA,NA,957738,Area (hectare)
Guinea-Bissau,mangrove,347722.93196327676,305322.8093061206,403106.4971666751,NA,Area (hectare)
Guinea-Bissau,marsh,6694.652650764567,4055.0250454612155,7568.198476980064,NA,Area (hectare)
Guinea-Bissau,seagrass,NA,NA,NA,1539714,Area (hectare)
Cuba,mangrove,426538.82141912245,374528.1638415555,494475.7863310068,NA,Area (hectare)
Cuba,marsh,71218.66162558901,43137.92987646778,80511.5656576723,NA,Area (hectare)
Cuba,seagrass,NA,NA,NA,1607300,Area (hectare)
Indonesia,mangrove,2690026.02970222,2362013.6292363154,3118479.8885653047,NA,Area (hectare)
Indonesia,marsh,19185.025313539343,11620.581709392305,21688.366362393757,NA,Area (hectare)
Indonesia,seagrass,NA,NA,NA,293464,Area (hectare)
United States,mangrove,234873.37986244247,206233.73835579565,272282.83420791524,NA,Area (hectare)
United States,marsh,1985593.068046005,1202695.6499529793,2244681.4222350637,NA,Area (hectare)
United States,seagrass,NA,NA,NA,1442238,Area (hectare)
Australia,mangrove,957544.357169472,840784.7348908323,1110057.221480769,NA,Area (hectare)
Australia,marsh,227645.7763116497,137887.56080299054,257349.93396199733,NA,Area (hectare)
Australia,seagrass,NA,NA,NA,8301298,Area (hectare)
Indonesia,total,NA,NA,NA,NA,Area (hectare)
United States,total,NA,NA,NA,NA,Area (hectare)
Nigeria,total,NA,NA,NA,NA,Area (hectare)
Australia,total,NA,NA,NA,NA,Area (hectare)
Mexico,total,NA,NA,NA,NA,Area (hectare)
Myanmar,total,NA,NA,NA,NA,Area (hectare)
Papua New Guinea,total,NA,NA,NA,NA,Area (hectare)
Canada,total,NA,NA,NA,NA,Area (hectare)
Brazil,total,NA,NA,NA,NA,Area (hectare)
Russian Federation,total,NA,NA,NA,NA,Area (hectare)
Bangladesh,total,NA,NA,NA,NA,Area (hectare)
Venezuela,total,NA,NA,NA,NA,Area (hectare)
Guinea,total,NA,NA,NA,NA,Area (hectare)
Cameroon,total,NA,NA,NA,NA,Area (hectare)
Colombia,total,NA,NA,NA,NA,Area (hectare)
Mozambique,total,NA,NA,NA,NA,Area (hectare)
Malaysia,total,NA,NA,NA,NA,Area (hectare)
India,total,NA,NA,NA,NA,Area (hectare)
Cuba,total,NA,NA,NA,NA,Area (hectare)
Argentina,total,NA,NA,NA,NA,Area (hectare)
Sierra Leone,total,NA,NA,NA,NA,Area (hectare)
Vietnam,total,NA,NA,NA,NA,Area (hectare)
Thailand,total,NA,NA,NA,NA,Area (hectare)
Gabon,total,NA,NA,NA,NA,Area (hectare)
Ecuador,total,NA,NA,NA,NA,Area (hectare)
Panama,total,NA,NA,NA,NA,Area (hectare)
Madagascar,total,NA,NA,NA,NA,Area (hectare)
Nicaragua,total,NA,NA,NA,NA,Area (hectare)
Honduras,total,NA,NA,NA,NA,Area (hectare)
Senegal,total,NA,NA,NA,NA,Area (hectare)
Bahamas,total,NA,NA,NA,NA,Area (hectare)
Fiji,total,NA,NA,NA,NA,Area (hectare)
Suriname,total,NA,NA,NA,NA,Area (hectare)
Guinea-Bissau,total,NA,NA,NA,NA,Area (hectare)
Gambia,total,NA,NA,NA,NA,Area (hectare)
Belize,total,NA,NA,NA,NA,Area (hectare)
Ukraine,total,NA,NA,NA,NA,Area (hectare)
Pakistan,total,NA,NA,NA,NA,Area (hectare)
Cambodia,total,NA,NA,NA,NA,Area (hectare)
Philippines,total,NA,NA,NA,NA,Area (hectare)
France,total,NA,NA,NA,NA,Area (hectare)
Solomon Islands,total,NA,NA,NA,NA,Area (hectare)
Romania,total,NA,NA,NA,NA,Area (hectare)
Guatemala,total,NA,NA,NA,NA,Area (hectare)
Chile,total,NA,NA,NA,NA,Area (hectare)
China,total,NA,NA,NA,NA,Area (hectare)
United Kingdom,total,NA,NA,NA,NA,Area (hectare)
Kenya,total,NA,NA,NA,NA,Area (hectare)
Democratic Republic of the Congo,total,NA,NA,NA,NA,Area (hectare)
Costa Rica,total,NA,NA,NA,NA,Area (hectare)
El Salvador,total,NA,NA,NA,NA,Area (hectare)
New Caledonia,total,NA,NA,NA,NA,Area (hectare)
Guyana,total,NA,NA,NA,NA,Area (hectare)
Dominican Republic,total,NA,NA,NA,NA,Area (hectare)
Sri Lanka,total,NA,NA,NA,NA,Area (hectare)
French Guiana,total,NA,NA,NA,NA,Area (hectare)
Ghana,total,NA,NA,NA,NA,Area (hectare)
Uruguay,total,NA,NA,NA,NA,Area (hectare)
Tanzania,total,NA,NA,NA,NA,Area (hectare)
Estonia,total,NA,NA,NA,NA,Area (hectare)
Denmark,total,NA,NA,NA,NA,Area (hectare)
Japan,total,NA,NA,NA,NA,Area (hectare)
Turkey,total,NA,NA,NA,NA,Area (hectare)
Haiti,total,NA,NA,NA,NA,Area (hectare)
Turks and Caicos Islands,total,NA,NA,NA,NA,Area (hectare)
Italy,total,NA,NA,NA,NA,Area (hectare)
Greece,total,NA,NA,NA,NA,Area (hectare)
South Korea,total,NA,NA,NA,NA,Area (hectare)
Egypt,total,NA,NA,NA,NA,Area (hectare)
Equatorial Guinea,total,NA,NA,NA,NA,Area (hectare)
Germany,total,NA,NA,NA,NA,Area (hectare)
Poland,total,NA,NA,NA,NA,Area (hectare)
Latvia,total,NA,NA,NA,NA,Area (hectare)
Jamaica,total,NA,NA,NA,NA,Area (hectare)
Brunei,total,NA,NA,NA,NA,Area (hectare)
Micronesia,total,NA,NA,NA,NA,Area (hectare)
New Zealand,total,NA,NA,NA,NA,Area (hectare)
Sweden,total,NA,NA,NA,NA,Area (hectare)
Benin,total,NA,NA,NA,NA,Area (hectare)
Puerto Rico,total,NA,NA,NA,NA,Area (hectare)
Saudi Arabia,total,NA,NA,NA,NA,Area (hectare)
Liberia,total,NA,NA,NA,NA,Area (hectare)
Cayman Islands,total,NA,NA,NA,NA,Area (hectare)
South Africa,total,NA,NA,NA,NA,Area (hectare)
Spain,total,NA,NA,NA,NA,Area (hectare)
Palau,total,NA,NA,NA,NA,Area (hectare)
Trinidad and Tobago,total,NA,NA,NA,NA,Area (hectare)
North Korea,total,NA,NA,NA,NA,Area (hectare)
Albania,total,NA,NA,NA,NA,Area (hectare)
Eritrea,total,NA,NA,NA,NA,Area (hectare)
Netherlands,total,NA,NA,NA,NA,Area (hectare)
Angola,total,NA,NA,NA,NA,Area (hectare)
Peru,total,NA,NA,NA,NA,Area (hectare)
Georgia,total,NA,NA,NA,NA,Area (hectare)
Ireland,total,NA,NA,NA,NA,Area (hectare)
Tunisia,total,NA,NA,NA,NA,Area (hectare)
Croatia,total,NA,NA,NA,NA,Area (hectare)
Portugal,total,NA,NA,NA,NA,Area (hectare)
Morocco,total,NA,NA,NA,NA,Area (hectare)
Lithuania,total,NA,NA,NA,NA,Area (hectare)
Guadeloupe,total,NA,NA,NA,NA,Area (hectare)
Somalia,total,NA,NA,NA,NA,Area (hectare)
Côte d'Ivoire,total,NA,NA,NA,NA,Area (hectare)
United Arab Emirates,total,NA,NA,NA,NA,Area (hectare)
Mauritania,total,NA,NA,NA,NA,Area (hectare)
Algeria,total,NA,NA,NA,NA,Area (hectare)
Montenegro,total,NA,NA,NA,NA,Area (hectare)
Falkland Islands,total,NA,NA,NA,NA,Area (hectare)
Bulgaria,total,NA,NA,NA,NA,Area (hectare)
Vanuatu,total,NA,NA,NA,NA,Area (hectare)
Seychelles,total,NA,NA,NA,NA,Area (hectare)
Martinique,total,NA,NA,NA,NA,Area (hectare)
Yemen,total,NA,NA,NA,NA,Area (hectare)
Timor-Leste,total,NA,NA,NA,NA,Area (hectare)
Antigua and Barbuda,total,NA,NA,NA,NA,Area (hectare)
Iran,total,NA,NA,NA,NA,Area (hectare)
Tonga,total,NA,NA,NA,NA,Area (hectare)
Finland,total,NA,NA,NA,NA,Area (hectare)
French Southern Territories,total,NA,NA,NA,NA,Area (hectare)
Djibouti,total,NA,NA,NA,NA,Area (hectare)
Togo,total,NA,NA,NA,NA,Area (hectare)
Mayotte,total,NA,NA,NA,NA,Area (hectare)
Singapore,total,NA,NA,NA,NA,Area (hectare)
Congo,total,NA,NA,NA,NA,Area (hectare)
Belgium,total,NA,NA,NA,NA,Area (hectare)
Qatar,total,NA,NA,NA,NA,Area (hectare)
Bosnia and Herzegovina,total,NA,NA,NA,NA,Area (hectare)
Samoa,total,NA,NA,NA,NA,Area (hectare)
Norway,total,NA,NA,NA,NA,Area (hectare)
Sudan,total,NA,NA,NA,NA,Area (hectare)
Namibia,total,NA,NA,NA,NA,Area (hectare)
Oman,total,NA,NA,NA,NA,Area (hectare)
Bonaire,total,NA,NA,NA,NA,Area (hectare)
Cyprus,total,NA,NA,NA,NA,Area (hectare)
Grenada,total,NA,NA,NA,NA,Area (hectare)
US Virgin Islands,total,NA,NA,NA,NA,Area (hectare)
Saint Pierre and Miquelon,total,NA,NA,NA,NA,Area (hectare)
Libya,total,NA,NA,NA,NA,Area (hectare)
Saint Lucia,total,NA,NA,NA,NA,Area (hectare)
Comoros,total,NA,NA,NA,NA,Area (hectare)
Iraq,total,NA,NA,NA,NA,Area (hectare)
Slovenia,total,NA,NA,NA,NA,Area (hectare)
Maldives,total,NA,NA,NA,NA,Area (hectare)
Bahrain,total,NA,NA,NA,NA,Area (hectare)
Curacao,total,NA,NA,NA,NA,Area (hectare)
British Virgin Islands,total,NA,NA,NA,NA,Area (hectare)
Aruba,total,NA,NA,NA,NA,Area (hectare)
Kuwait,total,NA,NA,NA,NA,Area (hectare)
Saint Kitts and Nevis,total,NA,NA,NA,NA,Area (hectare)
Saint Vincent and the Grenadines,total,NA,NA,NA,NA,Area (hectare)
Barbados,total,NA,NA,NA,NA,Area (hectare)
Guam,total,NA,NA,NA,NA,Area (hectare)
Northern Mariana Islands,total,NA,NA,NA,NA,Area (hectare)
Mauritius,total,NA,NA,NA,NA,Area (hectare)
Kiribati,total,NA,NA,NA,NA,Area (hectare)
Wallis and Futuna,total,NA,NA,NA,NA,Area (hectare)
Saint Martin,total,NA,NA,NA,NA,Area (hectare)
Réunion,total,NA,NA,NA,NA,Area (hectare)
Canarias,total,NA,NA,NA,NA,Area (hectare)
Syria,total,NA,NA,NA,NA,Area (hectare)
Israel,total,NA,NA,NA,NA,Area (hectare)
Anguilla,total,NA,NA,NA,NA,Area (hectare)
Saint Barthelemy,total,NA,NA,NA,NA,Area (hectare)
Nauru,total,NA,NA,NA,NA,Area (hectare)
French Polynesia,total,NA,NA,NA,NA,Area (hectare)
Marshall Islands,total,NA,NA,NA,NA,Area (hectare)
Sint Maarten,total,NA,NA,NA,NA,Area (hectare)
American Samoa,total,NA,NA,NA,NA,Area (hectare)
Bermuda,total,NA,NA,NA,NA,Area (hectare)
Cabo Verde,total,NA,NA,NA,NA,Area (hectare)
Dominica,total,NA,NA,NA,NA,Area (hectare)
Iceland,total,NA,NA,NA,NA,Area (hectare)
Jordan,total,NA,NA,NA,NA,Area (hectare)
Malta,total,NA,NA,NA,NA,Area (hectare)
Montserrat,total,NA,NA,NA,NA,Area (hectare)
Palestinian Territory,total,NA,NA,NA,NA,Area (hectare)
United States Minor Outlying Islands,total,NA,NA,NA,NA,Area (hectare)
